,s,a,sp,r
50571,5,4,7,-3.0
50572,5,5,7,-3.0
50573,5,6,7,-5.0
50574,5,7,7,5.0
50575,5,8,7,-3.0
50576,5,9,7,-2.0
50577,5,10,7,-3.0
50578,5,11,7,-2.0
50579,5,12,7,-3.0
50580,5,13,7,-3.0
50581,5,14,7,-2.0
50582,7,1,1,2.0
50583,7,2,1,-2.0
50584,7,3,1,-3.0
50585,7,4,1,-3.0
50586,7,5,1,-3.0
50587,7,6,1,-5.0
50588,7,7,1,-2.0
50589,7,8,1,-3.0
50590,7,9,1,-2.0
50591,7,10,1,-3.0
50592,7,11,1,-3.0
50593,7,12,1,-2.0
50594,7,13,1,-3.0
50595,7,14,1,0.0
50596,1,1,7,-2.0
50597,1,2,7,-3.0
50598,1,3,7,-3.0
50599,1,4,7,-3.0
50600,1,5,7,-3.0
50601,1,6,7,-5.0
50602,1,7,7,1.0
50603,1,8,7,-3.0
50604,1,9,7,-2.0
50605,1,10,7,-3.0
50606,1,11,7,-2.0
50607,1,12,7,-3.0
50608,1,13,7,-3.0
50609,1,14,7,-2.0
50610,7,1,3,-3.0
50611,7,2,3,0.0
50612,7,3,3,5.0
50613,7,4,3,-2.0
50614,7,5,3,-3.0
50615,7,6,3,-3.0
50616,7,7,3,-3.0
50617,7,8,3,-3.0
50618,7,9,3,-5.0
50619,7,10,3,-2.0
50620,7,11,3,-3.0
50621,7,12,3,-2.0
50622,7,13,3,-3.0
50623,7,14,3,-3.0
50624,3,1,3,-3.0
50625,3,2,3,0.0
50626,3,3,3,5.0
50627,3,4,3,-2.0
50628,3,5,3,-3.0
50629,3,6,3,-3.0
50630,3,7,3,-3.0
50631,3,8,3,-3.0
50632,3,9,3,-5.0
50633,3,10,3,-2.0
50634,3,11,3,-3.0
50635,3,12,3,-2.0
50636,3,13,3,-3.0
50637,3,14,3,-3.0
50638,3,1,3,-3.0
50639,3,2,3,0.0
50640,3,3,3,5.0
50641,3,4,3,-2.0
50642,3,5,3,-3.0
50643,3,6,3,-3.0
50644,3,7,3,-3.0
50645,3,8,3,-3.0
50646,3,9,3,-5.0
50647,3,10,3,-2.0
50648,3,11,3,-3.0
50649,3,12,3,-2.0
50650,3,13,3,-3.0
50651,3,14,3,-3.0
50652,3,1,5,-3.0
50653,3,2,5,-2.0
50654,3,3,5,-3.0
50655,3,4,5,-3.0
50656,3,5,5,4.0
50657,3,6,5,-3.0
50658,3,7,5,-3.0
50659,3,8,5,-3.0
50660,3,9,5,-3.0
50661,3,10,5,-2.0
50662,3,11,5,-3.0
50663,3,12,5,-3.0
50664,3,13,5,-2.0
50665,3,14,5,-3.0
50666,5,1,5,-3.0
50667,5,2,5,-2.0
50668,5,3,5,-3.0
50669,5,4,5,-3.0
50670,5,5,5,1.0
50671,5,6,5,-3.0
50672,5,7,5,-3.0
50673,5,8,5,-3.0
50674,5,9,5,-3.0
50675,5,10,5,-2.0
50676,5,11,5,-3.0
50677,5,12,5,-3.0
50678,5,13,5,-2.0
50679,5,14,5,-3.0
50680,10,1,10,-3.0
50681,10,2,10,-1.0
50682,10,3,10,-2.0
50683,10,4,10,-2.0
50684,10,5,10,-2.0
50685,10,6,10,-5.0
50686,10,7,10,-3.0
50687,10,8,10,-3.0
50688,10,9,10,-5.0
50689,10,10,10,3.0
50690,10,11,10,-2.0
50691,10,12,10,-3.0
50692,10,13,10,-3.0
50693,10,14,10,-5.0
50694,10,1,10,-3.0
50695,10,2,10,-1.0
50696,10,3,10,-2.0
50697,10,4,10,-2.0
50698,10,5,10,-2.0
50699,10,6,10,-5.0
50700,10,7,10,-3.0
50701,10,8,10,-3.0
50702,10,9,10,-5.0
50703,10,10,10,4.0
50704,10,11,10,-2.0
50705,10,12,10,-3.0
50706,10,13,10,-3.0
50707,10,14,10,-5.0
50708,10,1,10,-3.0
50709,10,2,10,-1.0
50710,10,3,10,-2.0
50711,10,4,10,-2.0
50712,10,5,10,-2.0
50713,10,6,10,-5.0
50714,10,7,10,-3.0
50715,10,8,10,-3.0
50716,10,9,10,-5.0
50717,10,10,10,3.0
50718,10,11,10,-2.0
50719,10,12,10,-3.0
50720,10,13,10,-3.0
50721,10,14,10,-5.0
50722,10,1,4,-3.0
50723,10,2,4,-3.0
50724,10,3,4,-2.0
50725,10,4,4,4.0
50726,10,5,4,-3.0
50727,10,6,4,-2.0
50728,10,7,4,-3.0
50729,10,8,4,-3.0
50730,10,9,4,-5.0
50731,10,10,4,-2.0
50732,10,11,4,-3.0
50733,10,12,4,-4.0
50734,10,13,4,-2.0
50735,10,14,4,-3.0
50736,4,1,10,-3.0
50737,4,2,10,-1.0
50738,4,3,10,-2.0
50739,4,4,10,-2.0
50740,4,5,10,-2.0
50741,4,6,10,-5.0
50742,4,7,10,-3.0
50743,4,8,10,-3.0
50744,4,9,10,-5.0
50745,4,10,10,1.0
50746,4,11,10,-2.0
50747,4,12,10,-3.0
50748,4,13,10,-3.0
50749,4,14,10,-5.0
50750,11,1,9,-2.0
50751,11,2,9,-5.0
50752,11,3,9,-5.0
50753,11,4,9,-5.0
50754,11,5,9,-3.0
50755,11,6,9,-5.0
50756,11,7,9,-2.0
50757,11,8,9,-3.0
50758,11,9,9,4.0
50759,11,10,9,-5.0
50760,11,11,9,-5.0
50761,11,12,9,-3.0
50762,11,13,9,-3.0
50763,11,14,9,-1.0
50764,7,1,1,3.0
50765,7,2,1,-2.0
50766,7,3,1,-3.0
50767,7,4,1,-3.0
50768,7,5,1,-3.0
50769,7,6,1,-5.0
50770,7,7,1,-2.0
50771,7,8,1,-3.0
50772,7,9,1,-2.0
50773,7,10,1,-3.0
50774,7,11,1,-3.0
50775,7,12,1,-2.0
50776,7,13,1,-3.0
50777,7,14,1,0.0
50778,1,1,7,-2.0
50779,1,2,7,-3.0
50780,1,3,7,-3.0
50781,1,4,7,-3.0
50782,1,5,7,-3.0
50783,1,6,7,-5.0
50784,1,7,7,4.0
50785,1,8,7,-3.0
50786,1,9,7,-2.0
50787,1,10,7,-3.0
50788,1,11,7,-2.0
50789,1,12,7,-3.0
50790,1,13,7,-3.0
50791,1,14,7,-2.0
50792,7,1,9,-2.0
50793,7,2,9,-5.0
50794,7,3,9,-5.0
50795,7,4,9,-5.0
50796,7,5,9,-3.0
50797,7,6,9,-5.0
50798,7,7,9,-2.0
50799,7,8,9,-3.0
50800,7,9,9,4.0
50801,7,10,9,-5.0
50802,7,11,9,-5.0
50803,7,12,9,-3.0
50804,7,13,9,-3.0
50805,7,14,9,-1.0
50806,9,1,5,-3.0
50807,9,2,5,-2.0
50808,9,3,5,-3.0
50809,9,4,5,-3.0
50810,9,5,5,3.0
50811,9,6,5,-3.0
50812,9,7,5,-3.0
50813,9,8,5,-3.0
50814,9,9,5,-3.0
50815,9,10,5,-2.0
50816,9,11,5,-3.0
50817,9,12,5,-3.0
50818,9,13,5,-2.0
50819,9,14,5,-3.0
50820,5,1,3,-3.0
50821,5,2,3,0.0
50822,5,3,3,4.0
50823,5,4,3,-2.0
50824,5,5,3,-3.0
50825,5,6,3,-3.0
50826,5,7,3,-3.0
50827,5,8,3,-3.0
50828,5,9,3,-5.0
50829,5,10,3,-2.0
50830,5,11,3,-3.0
50831,5,12,3,-2.0
50832,5,13,3,-3.0
50833,5,14,3,-3.0
50834,3,1,5,-3.0
50835,3,2,5,-2.0
50836,3,3,5,-3.0
50837,3,4,5,-3.0
50838,3,5,5,4.0
50839,3,6,5,-3.0
50840,3,7,5,-3.0
50841,3,8,5,-3.0
50842,3,9,5,-3.0
50843,3,10,5,-2.0
50844,3,11,5,-3.0
50845,3,12,5,-3.0
50846,3,13,5,-2.0
50847,3,14,5,-3.0
50848,5,1,5,-3.0
50849,5,2,5,-2.0
50850,5,3,5,-3.0
50851,5,4,5,-3.0
50852,5,5,5,4.0
50853,5,6,5,-3.0
50854,5,7,5,-3.0
50855,5,8,5,-3.0
50856,5,9,5,-3.0
50857,5,10,5,-2.0
50858,5,11,5,-3.0
50859,5,12,5,-3.0
50860,5,13,5,-2.0
50861,5,14,5,-3.0
50862,5,1,5,-3.0
50863,5,2,5,-2.0
50864,5,3,5,-3.0
50865,5,4,5,-3.0
50866,5,5,5,4.0
50867,5,6,5,-3.0
50868,5,7,5,-3.0
50869,5,8,5,-3.0
50870,5,9,5,-3.0
50871,5,10,5,-2.0
50872,5,11,5,-3.0
50873,5,12,5,-3.0
50874,5,13,5,-2.0
50875,5,14,5,-3.0
50876,5,1,5,-3.0
50877,5,2,5,-2.0
50878,5,3,5,-3.0
50879,5,4,5,-3.0
50880,5,5,5,4.0
50881,5,6,5,-3.0
50882,5,7,5,-3.0
50883,5,8,5,-3.0
50884,5,9,5,-3.0
50885,5,10,5,-2.0
50886,5,11,5,-3.0
50887,5,12,5,-3.0
50888,5,13,5,-2.0
50889,5,14,5,-3.0
50890,9,1,7,-2.0
50891,9,2,7,-3.0
50892,9,3,7,-3.0
50893,9,4,7,-3.0
50894,9,5,7,-3.0
50895,9,6,7,-5.0
50896,9,7,7,5.0
50897,9,8,7,-3.0
50898,9,9,7,-2.0
50899,9,10,7,-3.0
50900,9,11,7,-2.0
50901,9,12,7,-3.0
50902,9,13,7,-3.0
50903,9,14,7,-2.0
50904,7,1,3,-3.0
50905,7,2,3,0.0
50906,7,3,3,3.0
50907,7,4,3,-2.0
50908,7,5,3,-3.0
50909,7,6,3,-3.0
50910,7,7,3,-3.0
50911,7,8,3,-3.0
50912,7,9,3,-5.0
50913,7,10,3,-2.0
50914,7,11,3,-3.0
50915,7,12,3,-2.0
50916,7,13,3,-3.0
50917,7,14,3,-3.0
50918,3,1,14,0.0
50919,3,2,14,-3.0
50920,3,3,14,-3.0
50921,3,4,14,-3.0
50922,3,5,14,-3.0
50923,3,6,14,-5.0
50924,3,7,14,-2.0
50925,3,8,14,-3.0
50926,3,9,14,-1.0
50927,3,10,14,-5.0
50928,3,11,14,-3.0
50929,3,12,14,-3.0
50930,3,13,14,-3.0
50931,3,14,14,2.0
50932,8,1,1,2.0
50933,8,2,1,-2.0
50934,8,3,1,-3.0
50935,8,4,1,-3.0
50936,8,5,1,-3.0
50937,8,6,1,-5.0
50938,8,7,1,-2.0
50939,8,8,1,-3.0
50940,8,9,1,-2.0
50941,8,10,1,-3.0
50942,8,11,1,-3.0
50943,8,12,1,-2.0
50944,8,13,1,-3.0
50945,8,14,1,0.0
50946,1,1,8,-3.0
50947,1,2,8,-3.0
50948,1,3,8,-3.0
50949,1,4,8,-3.0
50950,1,5,8,-3.0
50951,1,6,8,-3.0
50952,1,7,8,-3.0
50953,1,8,8,5.0
50954,1,9,8,-3.0
50955,1,10,8,-3.0
50956,1,11,8,-3.0
50957,1,12,8,-3.0
50958,1,13,8,-3.0
50959,1,14,8,-3.0
50960,8,1,14,0.0
50961,8,2,14,-3.0
50962,8,3,14,-3.0
50963,8,4,14,-3.0
50964,8,5,14,-3.0
50965,8,6,14,-5.0
50966,8,7,14,-2.0
50967,8,8,14,-3.0
50968,8,9,14,-1.0
50969,8,10,14,-5.0
50970,8,11,14,-3.0
50971,8,12,14,-3.0
50972,8,13,14,-3.0
50973,8,14,14,2.0
50974,14,1,14,0.0
50975,14,2,14,-3.0
50976,14,3,14,-3.0
50977,14,4,14,-3.0
50978,14,5,14,-3.0
50979,14,6,14,-5.0
50980,14,7,14,-2.0
50981,14,8,14,-3.0
50982,14,9,14,-1.0
50983,14,10,14,-5.0
50984,14,11,14,-3.0
50985,14,12,14,-3.0
50986,14,13,14,-3.0
50987,14,14,14,4.0
50988,14,1,7,-2.0
50989,14,2,7,-3.0
50990,14,3,7,-3.0
50991,14,4,7,-3.0
50992,14,5,7,-3.0
50993,14,6,7,-5.0
50994,14,7,7,2.0
50995,14,8,7,-3.0
50996,14,9,7,-2.0
50997,14,10,7,-3.0
50998,14,11,7,-2.0
50999,14,12,7,-3.0
51000,14,13,7,-3.0
51001,14,14,7,-2.0
51002,8,1,1,4.0
51003,8,2,1,-2.0
51004,8,3,1,-3.0
51005,8,4,1,-3.0
51006,8,5,1,-3.0
51007,8,6,1,-5.0
51008,8,7,1,-2.0
51009,8,8,1,-3.0
51010,8,9,1,-2.0
51011,8,10,1,-3.0
51012,8,11,1,-3.0
51013,8,12,1,-2.0
51014,8,13,1,-3.0
51015,8,14,1,0.0
51016,11,1,5,-3.0
51017,11,2,5,-2.0
51018,11,3,5,-3.0
51019,11,4,5,-3.0
51020,11,5,5,2.0
51021,11,6,5,-3.0
51022,11,7,5,-3.0
51023,11,8,5,-3.0
51024,11,9,5,-3.0
51025,11,10,5,-2.0
51026,11,11,5,-3.0
51027,11,12,5,-3.0
51028,11,13,5,-2.0
51029,11,14,5,-3.0
51030,5,1,11,-3.0
51031,5,2,11,-2.0
51032,5,3,11,-3.0
51033,5,4,11,-3.0
51034,5,5,11,-3.0
51035,5,6,11,-5.0
51036,5,7,11,-2.0
51037,5,8,11,-3.0
51038,5,9,11,-5.0
51039,5,10,11,-2.0
51040,5,11,11,2.0
51041,5,12,11,-3.0
51042,5,13,11,-3.0
51043,5,14,11,-3.0
51044,3,1,13,-3.0
51045,3,2,13,-1.0
51046,3,3,13,-3.0
51047,3,4,13,-2.0
51048,3,5,13,-2.0
51049,3,6,13,-3.0
51050,3,7,13,-3.0
51051,3,8,13,-3.0
51052,3,9,13,-3.0
51053,3,10,13,-3.0
51054,3,11,13,-3.0
51055,3,12,13,-3.0
51056,3,13,13,5.0
51057,3,14,13,-3.0
51058,13,1,7,-2.0
51059,13,2,7,-3.0
51060,13,3,7,-3.0
51061,13,4,7,-3.0
51062,13,5,7,-3.0
51063,13,6,7,-5.0
51064,13,7,7,5.0
51065,13,8,7,-3.0
51066,13,9,7,-2.0
51067,13,10,7,-3.0
51068,13,11,7,-2.0
51069,13,12,7,-3.0
51070,13,13,7,-3.0
51071,13,14,7,-2.0
51072,7,1,5,-3.0
51073,7,2,5,-2.0
51074,7,3,5,-3.0
51075,7,4,5,-3.0
51076,7,5,5,2.0
51077,7,6,5,-3.0
51078,7,7,5,-3.0
51079,7,8,5,-3.0
51080,7,9,5,-3.0
51081,7,10,5,-2.0
51082,7,11,5,-3.0
51083,7,12,5,-3.0
51084,7,13,5,-2.0
51085,7,14,5,-3.0
51086,5,1,7,-2.0
51087,5,2,7,-3.0
51088,5,3,7,-3.0
51089,5,4,7,-3.0
51090,5,5,7,-3.0
51091,5,6,7,-5.0
51092,5,7,7,3.0
51093,5,8,7,-3.0
51094,5,9,7,-2.0
51095,5,10,7,-3.0
51096,5,11,7,-2.0
51097,5,12,7,-3.0
51098,5,13,7,-3.0
51099,5,14,7,-2.0
51100,7,1,7,-2.0
51101,7,2,7,-3.0
51102,7,3,7,-3.0
51103,7,4,7,-3.0
51104,7,5,7,-3.0
51105,7,6,7,-5.0
51106,7,7,7,4.0
51107,7,8,7,-3.0
51108,7,9,7,-2.0
51109,7,10,7,-3.0
51110,7,11,7,-2.0
51111,7,12,7,-3.0
51112,7,13,7,-3.0
51113,7,14,7,-2.0
51114,7,1,5,-3.0
51115,7,2,5,-2.0
51116,7,3,5,-3.0
51117,7,4,5,-3.0
51118,7,5,5,4.0
51119,7,6,5,-3.0
51120,7,7,5,-3.0
51121,7,8,5,-3.0
51122,7,9,5,-3.0
51123,7,10,5,-2.0
51124,7,11,5,-3.0
51125,7,12,5,-3.0
51126,7,13,5,-2.0
51127,7,14,5,-3.0
51128,5,1,11,-3.0
51129,5,2,11,-2.0
51130,5,3,11,-3.0
51131,5,4,11,-3.0
51132,5,5,11,-3.0
51133,5,6,11,-5.0
51134,5,7,11,-2.0
51135,5,8,11,-3.0
51136,5,9,11,-5.0
51137,5,10,11,-2.0
51138,5,11,11,2.0
51139,5,12,11,-3.0
51140,5,13,11,-3.0
51141,5,14,11,-3.0
51142,13,1,5,-3.0
51143,13,2,5,-2.0
51144,13,3,5,-3.0
51145,13,4,5,-3.0
51146,13,5,5,5.0
51147,13,6,5,-3.0
51148,13,7,5,-3.0
51149,13,8,5,-3.0
51150,13,9,5,-3.0
51151,13,10,5,-2.0
51152,13,11,5,-3.0
51153,13,12,5,-3.0
51154,13,13,5,-2.0
51155,13,14,5,-3.0
51156,5,1,13,-3.0
51157,5,2,13,-1.0
51158,5,3,13,-3.0
51159,5,4,13,-2.0
51160,5,5,13,-2.0
51161,5,6,13,-3.0
51162,5,7,13,-3.0
51163,5,8,13,-3.0
51164,5,9,13,-3.0
51165,5,10,13,-3.0
51166,5,11,13,-3.0
51167,5,12,13,-3.0
51168,5,13,13,5.0
51169,5,14,13,-3.0
51170,13,1,1,5.0
51171,13,2,1,-2.0
51172,13,3,1,-3.0
51173,13,4,1,-3.0
51174,13,5,1,-3.0
51175,13,6,1,-5.0
51176,13,7,1,-2.0
51177,13,8,1,-3.0
51178,13,9,1,-2.0
51179,13,10,1,-3.0
51180,13,11,1,-3.0
51181,13,12,1,-2.0
51182,13,13,1,-3.0
51183,13,14,1,0.0
51184,1,1,1,2.0
51185,1,2,1,-2.0
51186,1,3,1,-3.0
51187,1,4,1,-3.0
51188,1,5,1,-3.0
51189,1,6,1,-5.0
51190,1,7,1,-2.0
51191,1,8,1,-3.0
51192,1,9,1,-2.0
51193,1,10,1,-3.0
51194,1,11,1,-3.0
51195,1,12,1,-2.0
51196,1,13,1,-3.0
51197,1,14,1,0.0
51198,1,1,11,-3.0
51199,1,2,11,-2.0
51200,1,3,11,-3.0
51201,1,4,11,-3.0
51202,1,5,11,-3.0
51203,1,6,11,-5.0
51204,1,7,11,-2.0
51205,1,8,11,-3.0
51206,1,9,11,-5.0
51207,1,10,11,-2.0
51208,1,11,11,1.0
51209,1,12,11,-3.0
51210,1,13,11,-3.0
51211,1,14,11,-3.0
51212,11,1,5,-3.0
51213,11,2,5,-2.0
51214,11,3,5,-3.0
51215,11,4,5,-3.0
51216,11,5,5,3.0
51217,11,6,5,-3.0
51218,11,7,5,-3.0
51219,11,8,5,-3.0
51220,11,9,5,-3.0
51221,11,10,5,-2.0
51222,11,11,5,-3.0
51223,11,12,5,-3.0
51224,11,13,5,-2.0
51225,11,14,5,-3.0
51226,5,1,5,-3.0
51227,5,2,5,-2.0
51228,5,3,5,-3.0
51229,5,4,5,-3.0
51230,5,5,5,4.0
51231,5,6,5,-3.0
51232,5,7,5,-3.0
51233,5,8,5,-3.0
51234,5,9,5,-3.0
51235,5,10,5,-2.0
51236,5,11,5,-3.0
51237,5,12,5,-3.0
51238,5,13,5,-2.0
51239,5,14,5,-3.0
51240,5,1,7,-2.0
51241,5,2,7,-3.0
51242,5,3,7,-3.0
51243,5,4,7,-3.0
51244,5,5,7,-3.0
51245,5,6,7,-5.0
51246,5,7,7,3.0
51247,5,8,7,-3.0
51248,5,9,7,-2.0
51249,5,10,7,-3.0
51250,5,11,7,-2.0
51251,5,12,7,-3.0
51252,5,13,7,-3.0
51253,5,14,7,-2.0
51254,7,1,11,-3.0
51255,7,2,11,-2.0
51256,7,3,11,-3.0
51257,7,4,11,-3.0
51258,7,5,11,-3.0
51259,7,6,11,-5.0
51260,7,7,11,-2.0
51261,7,8,11,-3.0
51262,7,9,11,-5.0
51263,7,10,11,-2.0
51264,7,11,11,3.0
51265,7,12,11,-3.0
51266,7,13,11,-3.0
51267,7,14,11,-3.0
51268,7,1,14,0.0
51269,7,2,14,-3.0
51270,7,3,14,-3.0
51271,7,4,14,-3.0
51272,7,5,14,-3.0
51273,7,6,14,-5.0
51274,7,7,14,-2.0
51275,7,8,14,-3.0
51276,7,9,14,-1.0
51277,7,10,14,-5.0
51278,7,11,14,-3.0
51279,7,12,14,-3.0
51280,7,13,14,-3.0
51281,7,14,14,2.0
51282,8,1,7,-2.0
51283,8,2,7,-3.0
51284,8,3,7,-3.0
51285,8,4,7,-3.0
51286,8,5,7,-3.0
51287,8,6,7,-5.0
51288,8,7,7,3.0
51289,8,8,7,-3.0
51290,8,9,7,-2.0
51291,8,10,7,-3.0
51292,8,11,7,-2.0
51293,8,12,7,-3.0
51294,8,13,7,-3.0
51295,8,14,7,-2.0
51296,7,1,5,-3.0
51297,7,2,5,-2.0
51298,7,3,5,-3.0
51299,7,4,5,-3.0
51300,7,5,5,2.0
51301,7,6,5,-3.0
51302,7,7,5,-3.0
51303,7,8,5,-3.0
51304,7,9,5,-3.0
51305,7,10,5,-2.0
51306,7,11,5,-3.0
51307,7,12,5,-3.0
51308,7,13,5,-2.0
51309,7,14,5,-3.0
51310,5,1,5,-3.0
51311,5,2,5,-2.0
51312,5,3,5,-3.0
51313,5,4,5,-3.0
51314,5,5,5,1.0
51315,5,6,5,-3.0
51316,5,7,5,-3.0
51317,5,8,5,-3.0
51318,5,9,5,-3.0
51319,5,10,5,-2.0
51320,5,11,5,-3.0
51321,5,12,5,-3.0
51322,5,13,5,-2.0
51323,5,14,5,-3.0
51324,2,1,2,-2.0
51325,2,2,2,5.0
51326,2,3,2,0.0
51327,2,4,2,-3.0
51328,2,5,2,-2.0
51329,2,6,2,-5.0
51330,2,7,2,-3.0
51331,2,8,2,-3.0
51332,2,9,2,-5.0
51333,2,10,2,-1.0
51334,2,11,2,-2.0
51335,2,12,2,-1.0
51336,2,13,2,-1.0
51337,2,14,2,-3.0
51338,2,1,3,-3.0
51339,2,2,3,0.0
51340,2,3,3,5.0
51341,2,4,3,-2.0
51342,2,5,3,-3.0
51343,2,6,3,-3.0
51344,2,7,3,-3.0
51345,2,8,3,-3.0
51346,2,9,3,-5.0
51347,2,10,3,-2.0
51348,2,11,3,-3.0
51349,2,12,3,-2.0
51350,2,13,3,-3.0
51351,2,14,3,-3.0
51352,5,1,11,-3.0
51353,5,2,11,-2.0
51354,5,3,11,-3.0
51355,5,4,11,-3.0
51356,5,5,11,-3.0
51357,5,6,11,-5.0
51358,5,7,11,-2.0
51359,5,8,11,-3.0
51360,5,9,11,-5.0
51361,5,10,11,-2.0
51362,5,11,11,3.0
51363,5,12,11,-3.0
51364,5,13,11,-3.0
51365,5,14,11,-3.0
51366,8,1,6,-5.0
51367,8,2,6,-5.0
51368,8,3,6,-3.0
51369,8,4,6,-2.0
51370,8,5,6,-3.0
51371,8,6,6,3.0
51372,8,7,6,-5.0
51373,8,8,6,-3.0
51374,8,9,6,-5.0
51375,8,10,6,-5.0
51376,8,11,6,-5.0
51377,8,12,6,-5.0
51378,8,13,6,-3.0
51379,8,14,6,-5.0
51380,6,1,8,-3.0
51381,6,2,8,-3.0
51382,6,3,8,-3.0
51383,6,4,8,-3.0
51384,6,5,8,-3.0
51385,6,6,8,-3.0
51386,6,7,8,-3.0
51387,6,8,8,3.0
51388,6,9,8,-3.0
51389,6,10,8,-3.0
51390,6,11,8,-3.0
51391,6,12,8,-3.0
51392,6,13,8,-3.0
51393,6,14,8,-3.0
51394,8,1,8,-3.0
51395,8,2,8,-3.0
51396,8,3,8,-3.0
51397,8,4,8,-3.0
51398,8,5,8,-3.0
51399,8,6,8,-3.0
51400,8,7,8,-3.0
51401,8,8,8,4.0
51402,8,9,8,-3.0
51403,8,10,8,-3.0
51404,8,11,8,-3.0
51405,8,12,8,-3.0
51406,8,13,8,-3.0
51407,8,14,8,-3.0
51408,8,1,8,-3.0
51409,8,2,8,-3.0
51410,8,3,8,-3.0
51411,8,4,8,-3.0
51412,8,5,8,-3.0
51413,8,6,8,-3.0
51414,8,7,8,-3.0
51415,8,8,8,3.0
51416,8,9,8,-3.0
51417,8,10,8,-3.0
51418,8,11,8,-3.0
51419,8,12,8,-3.0
51420,8,13,8,-3.0
51421,8,14,8,-3.0
51422,12,1,7,-2.0
51423,12,2,7,-3.0
51424,12,3,7,-3.0
51425,12,4,7,-3.0
51426,12,5,7,-3.0
51427,12,6,7,-5.0
51428,12,7,7,4.0
51429,12,8,7,-3.0
51430,12,9,7,-2.0
51431,12,10,7,-3.0
51432,12,11,7,-2.0
51433,12,12,7,-3.0
51434,12,13,7,-3.0
51435,12,14,7,-2.0
51436,7,1,7,-2.0
51437,7,2,7,-3.0
51438,7,3,7,-3.0
51439,7,4,7,-3.0
51440,7,5,7,-3.0
51441,7,6,7,-5.0
51442,7,7,7,3.0
51443,7,8,7,-3.0
51444,7,9,7,-2.0
51445,7,10,7,-3.0
51446,7,11,7,-2.0
51447,7,12,7,-3.0
51448,7,13,7,-3.0
51449,7,14,7,-2.0
51450,7,1,14,0.0
51451,7,2,14,-3.0
51452,7,3,14,-3.0
51453,7,4,14,-3.0
51454,7,5,14,-3.0
51455,7,6,14,-5.0
51456,7,7,14,-2.0
51457,7,8,14,-3.0
51458,7,9,14,-1.0
51459,7,10,14,-5.0
51460,7,11,14,-3.0
51461,7,12,14,-3.0
51462,7,13,14,-3.0
51463,7,14,14,3.0
51464,14,1,7,-2.0
51465,14,2,7,-3.0
51466,14,3,7,-3.0
51467,14,4,7,-3.0
51468,14,5,7,-3.0
51469,14,6,7,-5.0
51470,14,7,7,2.0
51471,14,8,7,-3.0
51472,14,9,7,-2.0
51473,14,10,7,-3.0
51474,14,11,7,-2.0
51475,14,12,7,-3.0
51476,14,13,7,-3.0
51477,14,14,7,-2.0
51478,7,1,7,-2.0
51479,7,2,7,-3.0
51480,7,3,7,-3.0
51481,7,4,7,-3.0
51482,7,5,7,-3.0
51483,7,6,7,-5.0
51484,7,7,7,4.0
51485,7,8,7,-3.0
51486,7,9,7,-2.0
51487,7,10,7,-3.0
51488,7,11,7,-2.0
51489,7,12,7,-3.0
51490,7,13,7,-3.0
51491,7,14,7,-2.0
51492,7,1,13,-3.0
51493,7,2,13,-1.0
51494,7,3,13,-3.0
51495,7,4,13,-2.0
51496,7,5,13,-2.0
51497,7,6,13,-3.0
51498,7,7,13,-3.0
51499,7,8,13,-3.0
51500,7,9,13,-3.0
51501,7,10,13,-3.0
51502,7,11,13,-3.0
51503,7,12,13,-3.0
51504,7,13,13,3.0
51505,7,14,13,-3.0
51506,2,1,3,-3.0
51507,2,2,3,0.0
51508,2,3,3,5.0
51509,2,4,3,-2.0
51510,2,5,3,-3.0
51511,2,6,3,-3.0
51512,2,7,3,-3.0
51513,2,8,3,-3.0
51514,2,9,3,-5.0
51515,2,10,3,-2.0
51516,2,11,3,-3.0
51517,2,12,3,-2.0
51518,2,13,3,-3.0
51519,2,14,3,-3.0
51520,5,1,13,-3.0
51521,5,2,13,-1.0
51522,5,3,13,-3.0
51523,5,4,13,-2.0
51524,5,5,13,-2.0
51525,5,6,13,-3.0
51526,5,7,13,-3.0
51527,5,8,13,-3.0
51528,5,9,13,-3.0
51529,5,10,13,-3.0
51530,5,11,13,-3.0
51531,5,12,13,-3.0
51532,5,13,13,4.0
51533,5,14,13,-3.0
51534,13,1,7,-2.0
51535,13,2,7,-3.0
51536,13,3,7,-3.0
51537,13,4,7,-3.0
51538,13,5,7,-3.0
51539,13,6,7,-5.0
51540,13,7,7,3.0
51541,13,8,7,-3.0
51542,13,9,7,-2.0
51543,13,10,7,-3.0
51544,13,11,7,-2.0
51545,13,12,7,-3.0
51546,13,13,7,-3.0
51547,13,14,7,-2.0
51548,7,1,13,-3.0
51549,7,2,13,-1.0
51550,7,3,13,-3.0
51551,7,4,13,-2.0
51552,7,5,13,-2.0
51553,7,6,13,-3.0
51554,7,7,13,-3.0
51555,7,8,13,-3.0
51556,7,9,13,-3.0
51557,7,10,13,-3.0
51558,7,11,13,-3.0
51559,7,12,13,-3.0
51560,7,13,13,1.0
51561,7,14,13,-3.0
51562,7,1,3,-3.0
51563,7,2,3,0.0
51564,7,3,3,5.0
51565,7,4,3,-2.0
51566,7,5,3,-3.0
51567,7,6,3,-3.0
51568,7,7,3,-3.0
51569,7,8,3,-3.0
51570,7,9,3,-5.0
51571,7,10,3,-2.0
51572,7,11,3,-3.0
51573,7,12,3,-2.0
51574,7,13,3,-3.0
51575,7,14,3,-3.0
